Время сбора данных;Давление;Время между
11:10:51;85,8752;0,57194
11:10:52;85,8779;0,57222
11:10:53;85,8796;0,57250
11:10:54;85,8809;0,57278
11:10:55;85,8805;0,57306
11:10:56;85,8819;0,57333
11:10:57;85,8855;0,57361
11:10:58;85,8862;0,57389
11:10:59;85,8867;0,57417
11:11:00;85,8915;0,57444
11:11:01;85,8963;0,57472
11:11:02;85,9004;0,57500
11:11:03;85,9047;0,57528
11:11:04;85,9049;0,57556
11:11:05;85,9055;0,57583
11:11:06;85,9054;0,57611
11:11:07;85,9066;0,57639
11:11:08;85,9036;0,57667
11:11:09;85,9008;0,57694
11:11:10;85,9025;0,57722
11:11:11;85,8967;0,57750
11:11:12;85,8991;0,57778
11:11:13;85,8913;0,57806
11:11:14;85,8959;0,57833
11:11:15;85,8926;0,57861
11:11:16;85,8928;0,57889
11:11:17;85,8963;0,57917
11:11:18;85,8917;0,57944
11:11:19;85,8931;0,57972
11:11:20;85,8931;0,58000
11:11:21;85,895;0,58028
11:11:22;85,8975;0,58056
11:11:23;85,8977;0,58083
11:11:24;85,8957;0,58111
11:11:25;85,8975;0,58139
11:11:26;85,902;0,58167
11:11:27;85,9047;0,58194
11:11:28;85,9072;0,58222
11:11:29;85,9112;0,58250
11:11:30;85,9082;0,58278
11:11:31;85,9066;0,58306
11:11:32;85,9105;0,58333
11:11:33;85,9168;0,58361
11:11:34;85,9189;0,58389
11:11:35;85,9215;0,58417
11:11:36;85,9251;0,58444
11:11:37;85,9245;0,58472
11:11:38;85,9273;0,58500
11:11:39;85,9291;0,58528
11:11:40;85,9298;0,58556
11:11:41;85,9327;0,58583
11:11:42;85,9315;0,58611
11:11:43;85,9306;0,58639
11:11:44;85,934;0,58667
11:11:45;85,9314;0,58694
11:11:46;85,928;0,58722
11:11:47;85,9301;0,58750
11:11:48;85,9242;0,58778
11:11:49;85,9193;0,58806
11:11:50;85,9169;0,58833
11:11:51;85,9146;0,58861
11:11:52;85,915;0,58889
11:11:53;85,917;0,58917
11:11:54;85,916;0,58944
11:11:55;85,9139;0,58972
11:11:56;85,9094;0,59000
11:11:57;85,9121;0,59028
11:11:58;85,9083;0,59056
11:11:59;85,9158;0,59083
11:12:00;85,9182;0,59111
11:12:01;85,9141;0,59139
11:12:02;85,9137;0,59167
11:12:03;85,9165;0,59194
11:12:04;85,912;0,59222
11:12:05;85,9139;0,59250
11:12:06;85,9147;0,59278
11:12:07;85,9197;0,59306
11:12:08;85,9177;0,59333
11:12:09;85,9159;0,59361
11:12:10;85,9211;0,59389
11:12:11;85,9257;0,59417
11:12:12;85,9283;0,59444
11:12:13;85,93;0,59472
11:12:14;85,9296;0,59500
11:12:15;85,9291;0,59528
11:12:16;85,9297;0,59556
11:12:17;85,9286;0,59583
11:12:18;85,9258;0,59611
11:12:19;85,9237;0,59639
11:12:20;85,9221;0,59667
11:12:21;85,9206;0,59694
11:12:22;85,9206;0,59722
11:12:23;85,9216;0,59750
11:12:24;85,9224;0,59778
11:12:25;85,9214;0,59806
11:12:26;85,9172;0,59833
11:12:27;85,9162;0,59861
11:12:28;85,9149;0,59889
11:12:29;85,9115;0,59917
11:12:30;85,9085;0,59944
11:12:31;85,9071;0,59972
11:12:32;85,9033;0,60000
11:12:33;85,9001;0,60028
11:12:34;85,9016;0,60056
11:12:35;85,9024;0,60083
11:12:36;85,8985;0,60111
11:12:37;85,9011;0,60139
11:12:38;85,8997;0,60167
11:12:39;85,9026;0,60194
11:12:40;85,9013;0,60222
11:12:41;85,8998;0,60250
11:12:42;85,9039;0,60278
11:12:43;85,905;0,60306
11:12:44;85,909;0,60333
11:12:45;85,911;0,60361
11:12:46;85,9151;0,60389
11:12:47;85,9167;0,60417
11:12:48;85,9185;0,60444
11:12:49;85,9202;0,60472
11:12:50;85,9221;0,60500
11:12:51;85,9225;0,60528
11:12:52;85,9215;0,60556
11:12:53;85,9241;0,60583
11:12:54;85,9248;0,60611
11:12:55;85,9252;0,60639
11:12:56;85,9299;0,60667
11:12:57;85,9311;0,60694
11:12:58;85,9344;0,60722
11:12:59;85,9394;0,60750
11:13:00;85,9393;0,60778
11:13:01;85,9384;0,60806
11:13:02;85,9391;0,60833
11:13:03;85,9393;0,60861
11:13:04;85,9376;0,60889
11:13:05;85,9349;0,60917
11:13:06;85,936;0,60944
11:13:07;85,9388;0,60972
11:13:08;85,938;0,61000
11:13:09;85,9378;0,61028
11:13:10;85,9383;0,61056
11:13:11;85,9383;0,61083
11:13:12;85,9426;0,61111
11:13:13;85,9458;0,61139
11:13:14;85,9474;0,61167
11:13:15;85,949;0,61194
11:13:16;85,9499;0,61222
11:13:17;85,9462;0,61250
11:13:18;85,9484;0,61278
11:13:19;85,9502;0,61306
11:13:20;85,9536;0,61333
11:13:21;85,9492;0,61361
11:13:22;85,9435;0,61389
11:13:23;85,9441;0,61417
11:13:24;85,9443;0,61444
11:13:25;85,9447;0,61472
11:13:26;85,9438;0,61500
11:13:27;85,9399;0,61528
11:13:28;85,9391;0,61556
11:13:29;85,9289;0,61583
11:13:30;85,9286;0,61611
11:13:31;85,927;0,61639
11:13:32;85,9237;0,61667
11:13:33;85,9255;0,61694
11:13:34;85,9187;0,61722
11:13:35;85,9185;0,61750
11:13:36;85,9169;0,61778
11:13:37;85,917;0,61806
11:13:38;85,9128;0,61833
11:13:39;85,9077;0,61861
11:13:40;85,9084;0,61889
11:13:41;85,9096;0,61917
11:13:42;85,9109;0,61944
11:13:43;85,91;0,61972
11:13:44;85,9112;0,62000
11:13:45;85,9126;0,62028
11:13:46;85,9127;0,62056
11:13:47;85,9159;0,62083
11:13:48;85,9141;0,62111
11:13:49;85,9121;0,62139
11:13:50;85,9189;0,62167
11:13:51;85,9225;0,62194
11:13:52;85,9207;0,62222
11:13:53;85,9204;0,62250
11:13:54;85,926;0,62278
11:13:55;85,925;0,62306
11:13:56;85,9318;0,62333
11:13:57;85,9324;0,62361
11:13:58;85,9381;0,62389
11:13:59;85,9364;0,62417
11:14:00;85,9414;0,62444
11:14:01;85,9453;0,62472
11:14:02;85,9443;0,62500
11:14:03;85,9481;0,62528
11:14:04;85,9482;0,62556
11:14:05;85,9495;0,62583
11:14:06;85,9483;0,62611
11:14:07;85,9488;0,62639
11:14:08;85,9454;0,62667
11:14:09;85,9521;0,62694
11:14:10;85,9491;0,62722
11:14:11;85,9448;0,62750
11:14:12;85,9541;0,62778
11:14:13;85,9546;0,62806
11:14:14;85,9542;0,62833
11:14:15;85,9488;0,62861
11:14:16;85,9425;0,62889
11:14:17;85,9452;0,62917
11:14:18;85,9435;0,62944
11:14:19;85,9457;0,62972
11:14:20;85,9391;0,63000
11:14:21;85,9383;0,63028
11:14:22;85,9387;0,63056
11:14:23;85,9387;0,63083
11:14:24;85,9387;0,63111
11:14:25;85,9382;0,63139
11:14:26;85,9388;0,63167
11:14:27;85,9395;0,63194
11:14:28;85,9404;0,63222
11:14:29;85,9422;0,63250
11:14:30;85,9429;0,63278
11:14:31;85,9429;0,63306
11:14:32;85,9429;0,63333
11:14:33;85,9455;0,63361
11:14:34;85,9483;0,63389
11:14:35;85,9487;0,63417
11:14:36;85,9511;0,63444
11:14:37;85,9512;0,63472
11:14:38;85,9559;0,63500
11:14:39;85,9591;0,63528
11:14:40;85,9589;0,63556
11:14:41;85,9654;0,63583
11:14:42;85,9663;0,63611
11:14:43;85,9663;0,63639
11:14:44;85,9676;0,63667
11:14:45;85,9736;0,63694
11:14:46;85,9762;0,63722
11:14:47;85,9755;0,63750
11:14:48;85,9803;0,63778
11:14:49;85,9849;0,63806
11:14:50;85,9828;0,63833
11:14:51;85,986;0,63861
11:14:52;85,9827;0,63889
11:14:53;85,9842;0,63917
11:14:54;85,9779;0,63944
11:14:55;85,9755;0,63972
11:14:56;85,9706;0,64000
11:14:57;85,9729;0,64028
11:14:58;85,9661;0,64056
11:14:59;85,9611;0,64083
11:15:00;85,9558;0,64111
11:15:01;85,9484;0,64139
11:15:02;85,9461;0,64167
11:15:03;85,9412;0,64194
11:15:04;85,9393;0,64222
11:15:05;85,938;0,64250
11:15:06;85,9342;0,64278
11:15:07;85,9296;0,64306
11:15:08;85,9288;0,64333
11:15:09;85,9272;0,64361
11:15:10;85,9279;0,64389
11:15:11;85,9284;0,64417
11:15:12;85,9297;0,64444
11:15:13;85,9309;0,64472
11:15:14;85,9308;0,64500
11:15:15;85,9289;0,64528
11:15:16;85,93;0,64556
11:15:17;85,9326;0,64583
11:15:18;85,9302;0,64611
11:15:19;85,9325;0,64639
11:15:20;85,9354;0,64667
11:15:21;85,9371;0,64694
11:15:22;85,9388;0,64722
11:15:23;85,9391;0,64750
11:15:24;85,9409;0,64778
11:15:25;85,9426;0,64806
11:15:26;85,9435;0,64833
11:15:27;85,9448;0,64861
11:15:28;85,9444;0,64889
11:15:29;85,9486;0,64917
11:15:30;85,9506;0,64944
11:15:31;85,9525;0,64972
11:15:32;85,9541;0,65000
11:15:33;85,9552;0,65028
11:15:34;85,9579;0,65056
11:15:35;85,9535;0,65083
11:15:36;85,9552;0,65111
11:15:37;85,9547;0,65139
11:15:38;85,9547;0,65167
11:15:39;85,954;0,65194
11:15:40;85,9569;0,65222
11:15:41;85,9495;0,65250
11:15:42;85,9485;0,65278
11:15:43;85,9474;0,65306
11:15:44;85,9429;0,65333
11:15:45;85,937;0,65361
11:15:46;85,9359;0,65389
11:15:47;85,9277;0,65417
11:15:48;85,9239;0,65444
11:15:49;85,922;0,65472
11:15:50;85,9182;0,65500
11:15:51;85,9158;0,65528
11:15:52;85,912;0,65556
11:15:53;85,9104;0,65583
11:15:54;85,9089;0,65611
11:15:55;85,9061;0,65639
11:15:56;85,9047;0,65667
11:15:57;85,9062;0,65694
11:15:58;85,906;0,65722
11:15:59;85,9044;0,65750
11:16:00;85,9046;0,65778
11:16:01;85,903;0,65806
11:16:02;85,9008;0,65833
11:16:03;85,9011;0,65861
11:16:04;85,9015;0,65889
11:16:05;85,8979;0,65917
11:16:06;85,8955;0,65944
11:16:07;85,8934;0,65972
11:16:08;85,8912;0,66000
11:16:09;85,8902;0,66028
11:16:10;85,8923;0,66056
11:16:11;85,8913;0,66083
11:16:12;85,8889;0,66111
11:16:13;85,896;0,66139
11:16:14;85,8947;0,66167
11:16:15;85,8998;0,66194
11:16:16;85,8908;0,66222
11:16:17;85,8892;0,66250
11:16:18;85,8851;0,66278
11:16:19;85,8782;0,66306
11:16:20;85,8814;0,66333
11:16:21;85,8721;0,66361
11:16:22;85,8685;0,66389
11:16:23;85,8649;0,66417
11:16:24;85,8673;0,66444
11:16:25;85,865;0,66472
11:16:26;85,8625;0,66500
11:16:27;85,8577;0,66528
11:16:28;85,8499;0,66556
11:16:29;85,8479;0,66583
11:16:30;85,8469;0,66611
11:16:31;85,8437;0,66639
11:16:32;85,8403;0,66667
11:16:33;85,8401;0,66694
11:16:34;85,8408;0,66722
11:16:35;85,8386;0,66750
11:16:36;85,8357;0,66778
11:16:37;85,8364;0,66806
11:16:38;85,8339;0,66833
11:16:39;85,8326;0,66861
11:16:40;85,8345;0,66889
11:16:41;85,8314;0,66917
11:16:42;85,8298;0,66944
11:16:43;85,8294;0,66972
11:16:44;85,8288;0,67000
11:16:45;85,8313;0,67028
11:16:46;85,8314;0,67056
11:16:47;85,8314;0,67083
11:16:48;85,833;0,67111
11:16:49;85,8358;0,67139
11:16:50;85,8361;0,67167
11:16:51;85,8385;0,67194
11:16:52;85,8421;0,67222
11:16:53;85,8444;0,67250
11:16:54;85,8458;0,67278
11:16:55;85,8436;0,67306
11:16:56;85,8449;0,67333
11:16:57;85,8455;0,67361
11:16:58;85,8527;0,67389
11:16:59;85,8539;0,67417
11:17:00;85,8524;0,67444
11:17:01;85,8596;0,67472
11:17:02;85,8605;0,67500
11:17:03;85,8565;0,67528
11:17:04;85,8608;0,67556
11:17:05;85,8627;0,67583
11:17:06;85,8613;0,67611
11:17:07;85,8675;0,67639
11:17:08;85,8631;0,67667
11:17:09;85,8672;0,67694
11:17:10;85,8685;0,67722
11:17:11;85,8678;0,67750
11:17:12;85,8639;0,67778
11:17:13;85,8694;0,67806
11:17:14;85,8746;0,67833
11:17:15;85,8753;0,67861
11:17:16;85,8758;0,67889
11:17:17;85,8766;0,67917
11:17:18;85,8817;0,67944
11:17:19;85,8799;0,67972
11:17:20;85,8777;0,68000
11:17:21;85,8782;0,68028
11:17:22;85,8803;0,68056
11:17:23;85,884;0,68083
11:17:24;85,8847;0,68111
11:17:25;85,8856;0,68139
11:17:26;85,8836;0,68167
11:17:27;85,884;0,68194
11:17:28;85,8862;0,68222
11:17:29;85,8844;0,68250
11:17:30;85,8857;0,68278
11:17:31;85,8864;0,68306
11:17:32;85,8888;0,68333
11:17:33;85,89;0,68361
11:17:34;85,888;0,68389
11:17:35;85,8915;0,68417
11:17:36;85,8933;0,68444
11:17:37;85,8945;0,68472
11:17:38;85,8996;0,68500
11:17:39;85,897;0,68528
11:17:40;85,8991;0,68556
11:17:41;85,8998;0,68583
11:17:42;85,9034;0,68611
11:17:43;85,9061;0,68639
11:17:44;85,9092;0,68667
11:17:45;85,9052;0,68694
11:17:46;85,9073;0,68722
11:17:47;85,9063;0,68750
11:17:48;85,9088;0,68778
11:17:49;85,9136;0,68806
11:17:50;85,9087;0,68833
11:17:51;85,9087;0,68861
11:17:52;85,9124;0,68889
11:17:53;85,9053;0,68917
11:17:54;85,9104;0,68944
11:17:55;85,9141;0,68972
11:17:56;85,9097;0,69000
11:17:57;85,9111;0,69028
11:17:58;85,9104;0,69056
11:17:59;85,9148;0,69083
11:18:00;85,9163;0,69111
11:18:01;85,9171;0,69139
11:18:02;85,921;0,69167
11:18:03;85,921;0,69194
11:18:04;85,9219;0,69222
11:18:05;85,9259;0,69250
11:18:06;85,9263;0,69278
11:18:07;85,9261;0,69306
11:18:08;85,9289;0,69333
11:18:09;85,9281;0,69361
11:18:10;85,927;0,69389
11:18:11;85,9298;0,69417
11:18:12;85,9304;0,69444
11:18:13;85,9306;0,69472
11:18:14;85,9343;0,69500
11:18:15;85,9358;0,69528
11:18:16;85,9362;0,69556
11:18:17;85,9382;0,69583
11:18:18;85,9363;0,69611
11:18:19;85,9365;0,69639
11:18:20;85,9386;0,69667
11:18:21;85,9348;0,69694
11:18:22;85,9353;0,69722
11:18:23;85,9351;0,69750
11:18:24;85,9376;0,69778
11:18:25;85,9407;0,69806
11:18:26;85,9399;0,69833
11:18:27;85,9353;0,69861
11:18:28;85,9362;0,69889
11:18:29;85,9371;0,69917
11:18:30;85,9329;0,69944
11:18:31;85,9322;0,69972
11:18:32;85,9298;0,70000
11:18:33;85,9318;0,70028
11:18:34;85,9235;0,70056
11:18:35;85,9219;0,70083
11:18:36;85,9261;0,70111
11:18:37;85,9204;0,70139
11:18:38;85,9202;0,70167
11:18:39;85,9232;0,70194
11:18:40;85,927;0,70222
11:18:41;85,9191;0,70250
11:18:42;85,9177;0,70278
11:18:43;85,919;0,70306
11:18:44;85,9198;0,70333
11:18:45;85,9161;0,70361
11:18:46;85,9157;0,70389
11:18:47;85,9152;0,70417
11:18:48;85,9143;0,70444
11:18:49;85,9171;0,70472
11:18:50;85,9183;0,70500
11:18:51;85,9204;0,70528
11:18:52;85,9223;0,70556
11:18:53;85,9233;0,70583
11:18:54;85,9241;0,70611
11:18:55;85,9207;0,70639
11:18:56;85,9193;0,70667
11:18:57;85,9211;0,70694
11:18:58;85,9212;0,70722
11:18:59;85,9236;0,70750
11:19:00;85,9256;0,70778
11:19:01;85,9239;0,70806
11:19:02;85,9205;0,70833
11:19:03;85,9215;0,70861
11:19:04;85,9158;0,70889
11:19:05;85,9151;0,70917
11:19:06;85,9201;0,70944
11:19:07;85,9212;0,70972
11:19:08;85,9182;0,71000
11:19:09;85,9147;0,71028
11:19:10;85,9159;0,71056
11:19:11;85,9136;0,71083
11:19:12;85,911;0,71111
11:19:13;85,9127;0,71139
11:19:14;85,9139;0,71167
11:19:15;85,9184;0,71194
11:19:16;85,9136;0,71222
11:19:17;85,9239;0,71250
11:19:18;85,9159;0,71278
11:19:19;85,9189;0,71306
11:19:20;85,9164;0,71333
11:19:21;85,9165;0,71361
11:19:22;85,9131;0,71389
11:19:23;85,9087;0,71417
11:19:24;85,9055;0,71444
11:19:25;85,9;0,71472
11:19:26;85,8984;0,71500
11:19:27;85,8934;0,71528
11:19:28;85,8929;0,71556
11:19:29;85,8896;0,71583
11:19:30;85,8914;0,71611
11:19:31;85,8896;0,71639
11:19:32;85,8872;0,71667
11:19:33;85,8885;0,71694
11:19:34;85,8903;0,71722
11:19:35;85,8895;0,71750
11:19:36;85,8885;0,71778
11:19:37;85,8897;0,71806
11:19:38;85,8908;0,71833
11:19:39;85,8902;0,71861
11:19:40;85,8916;0,71889
11:19:41;85,8968;0,71917
11:19:42;85,9008;0,71944
11:19:43;85,9031;0,71972
11:19:44;85,9047;0,72000
11:19:45;85,9039;0,72028
11:19:46;85,9067;0,72056
11:19:47;85,9056;0,72083
11:19:48;85,9014;0,72111
11:19:49;85,8931;0,72139
11:19:50;85,8897;0,72167
11:19:51;85,8853;0,72194
11:19:52;85,8821;0,72222
11:19:53;85,8792;0,72250
11:19:54;85,8767;0,72278
11:19:55;85,8716;0,72306
11:19:56;85,8664;0,72333
11:19:57;85,8666;0,72361
11:19:58;85,8567;0,72389
11:19:59;85,8551;0,72417
11:20:00;85,8632;0,72444
11:20:01;85,8521;0,72472
11:20:02;85,8551;0,72500
11:20:03;85,8557;0,72528
11:20:04;85,8539;0,72556
11:20:05;85,8526;0,72583
11:20:06;85,849;0,72611
11:20:07;85,847;0,72639
11:20:08;85,8466;0,72667
11:20:09;85,8444;0,72694
11:20:10;85,8452;0,72722
11:20:11;85,8456;0,72750
11:20:12;85,8434;0,72778
11:20:13;85,8446;0,72806
11:20:14;85,8476;0,72833
11:20:15;85,8472;0,72861
11:20:16;85,8463;0,72889
11:20:17;85,85;0,72917
11:20:18;85,8493;0,72944
11:20:19;85,849;0,72972
11:20:20;85,8514;0,73000
11:20:21;85,8522;0,73028
11:20:22;85,8542;0,73056
11:20:23;85,856;0,73083
11:20:24;85,8568;0,73111
11:20:25;85,8587;0,73139
11:20:26;85,8585;0,73167
11:20:27;85,8598;0,73194
11:20:28;85,8634;0,73222
11:20:29;85,8642;0,73250
11:20:30;85,8669;0,73278
11:20:31;85,8701;0,73306
11:20:32;85,8643;0,73333
11:20:33;85,8662;0,73361
11:20:34;85,8685;0,73389
11:20:35;85,8685;0,73417
11:20:36;85,8686;0,73444
11:20:37;85,8687;0,73472
11:20:38;85,8667;0,73500
11:20:39;85,8691;0,73528
11:20:40;85,8684;0,73556
11:20:41;85,873;0,73583
11:20:42;85,8741;0,73611
11:20:43;85,8713;0,73639
11:20:44;85,8741;0,73667
11:20:45;85,8674;0,73694
11:20:46;85,8744;0,73722
11:20:47;85,874;0,73750
11:20:48;85,8709;0,73778
11:20:49;85,8732;0,73806
11:20:50;85,8701;0,73833
11:20:51;85,8686;0,73861
11:20:52;85,8678;0,73889
11:20:53;85,8687;0,73917
11:20:54;85,8698;0,73944
11:20:55;85,8717;0,73972
11:20:56;85,8706;0,74000
11:20:57;85,8724;0,74028
11:20:58;85,8954;0,74056
11:20:59;85,8843;0,74083
11:21:00;85,8726;0,74111
11:21:01;85,8744;0,74139
11:21:02;85,8745;0,74167
11:21:03;85,8754;0,74194
11:21:04;85,8787;0,74222
11:21:05;85,8785;0,74250
11:21:06;85,8795;0,74278
11:21:07;85,8789;0,74306
11:21:08;85,8757;0,74333
11:21:09;85,8771;0,74361
11:21:10;85,8773;0,74389
11:21:11;85,8758;0,74417
11:21:12;85,8753;0,74444
11:21:13;85,8751;0,74472
11:21:14;85,8754;0,74500
11:21:15;85,8722;0,74528
11:21:16;85,8694;0,74556
11:21:17;85,8679;0,74583
11:21:18;85,8668;0,74611
11:21:19;85,8707;0,74639
11:21:20;85,8691;0,74667
11:21:21;85,8692;0,74694
11:21:22;85,8664;0,74722
11:21:23;85,8678;0,74750
11:21:24;85,8683;0,74778
11:21:25;85,8621;0,74806
11:21:26;85,8629;0,74833
11:21:27;85,8581;0,74861
11:21:28;85,8561;0,74889
11:21:29;85,8579;0,74917
11:21:30;85,8601;0,74944
11:21:31;85,8583;0,74972
11:21:32;85,8561;0,75000
11:21:33;85,8602;0,75028
11:21:34;85,8644;0,75056
11:21:35;85,8608;0,75083
11:21:36;85,8615;0,75111
11:21:37;85,8605;0,75139
11:21:38;85,8595;0,75167
11:21:39;85,8609;0,75194
11:21:40;85,8645;0,75222
11:21:41;85,8663;0,75250
11:21:42;85,8671;0,75278
11:21:43;85,8683;0,75306
11:21:44;85,8676;0,75333
11:21:45;85,8693;0,75361
11:21:46;85,8742;0,75389
11:21:47;85,8782;0,75417
11:21:48;85,8776;0,75444
11:21:49;85,8787;0,75472
11:21:50;85,8801;0,75500
11:21:51;85,8792;0,75528
11:21:52;85,8773;0,75556
11:21:53;85,8761;0,75583
11:21:54;85,8782;0,75611
11:21:55;85,8768;0,75639
11:21:56;85,8743;0,75667
11:21:57;85,8755;0,75694
11:21:58;85,8721;0,75722
11:21:59;85,871;0,75750
11:22:00;85,8699;0,75778
11:22:01;85,8697;0,75806
11:22:02;85,8694;0,75833
11:22:03;85,8712;0,75861
11:22:04;85,871;0,75889
11:22:05;85,8736;0,75917
11:22:06;85,8718;0,75944
11:22:07;85,8712;0,75972
11:22:08;85,8762;0,76000
11:22:09;85,8763;0,76028
11:22:10;85,8779;0,76056
11:22:11;85,8809;0,76083
11:22:12;85,8757;0,76111
11:22:13;85,8712;0,76139
11:22:14;85,8779;0,76167
11:22:15;85,8683;0,76194
11:22:16;85,8713;0,76222
11:22:17;85,8737;0,76250
11:22:18;85,8729;0,76278
11:22:19;85,8703;0,76306
11:22:20;85,8641;0,76333
11:22:21;85,8629;0,76361
11:22:22;85,8625;0,76389
11:22:23;85,8538;0,76417
11:22:24;85,854;0,76444
11:22:25;85,8499;0,76472
11:22:26;85,848;0,76500
11:22:27;85,8474;0,76528
11:22:28;85,8446;0,76556
11:22:29;85,8404;0,76583
11:22:30;85,8365;0,76611
11:22:31;85,8318;0,76639
11:22:32;85,8275;0,76667
11:22:33;85,8263;0,76694
11:22:34;85,8242;0,76722
11:22:35;85,8215;0,76750
11:22:36;85,8176;0,76778
11:22:37;85,8148;0,76806
11:22:38;85,8154;0,76833
11:22:39;85,8119;0,76861
11:22:40;85,8092;0,76889
11:22:41;85,8072;0,76917
11:22:42;85,8064;0,76944
11:22:43;85,8111;0,76972
11:22:44;85,8175;0,77000
11:22:45;85,8239;0,77028
11:22:46;85,8343;0,77056
11:22:47;85,8416;0,77083
11:22:48;85,8523;0,77111
11:22:49;85,8672;0,77139
11:22:50;85,8706;0,77167
11:22:51;85,8854;0,77194
11:22:52;85,8906;0,77222
11:22:53;85,8978;0,77250
11:22:54;85,9083;0,77278
11:22:55;85,9274;0,77306
11:22:56;85,95;0,77333
11:22:57;86,0048;0,77361
11:22:58;86,0148;0,77389
11:22:59;86,039;0,77417
11:23:00;86,0565;0,77444
11:23:01;86,0711;0,77472
11:23:02;86,0882;0,77500
11:23:03;86,0905;0,77528
11:23:04;86,1099;0,77556
11:23:05;86,1293;0,77583
11:23:06;86,141;0,77611
11:23:07;86,1541;0,77639
11:23:08;86,1658;0,77667
11:23:09;86,1786;0,77694
11:23:10;86,1854;0,77722
11:23:11;86,1969;0,77750
11:23:12;86,207;0,77778
11:23:13;86,2137;0,77806
11:23:14;86,2189;0,77833
11:23:15;86,2287;0,77861
11:23:16;86,2355;0,77889
11:23:17;86,2414;0,77917
11:23:18;86,2461;0,77944
11:23:19;86,2522;0,77972
11:23:20;86,2584;0,78000
11:23:21;86,2637;0,78028
11:23:22;86,2676;0,78056
11:23:23;86,2673;0,78083
11:23:24;86,2762;0,78111
11:23:25;86,2838;0,78139
11:23:26;86,287;0,78167
11:23:27;86,2905;0,78194
11:23:28;86,296;0,78222
11:23:29;86,305;0,78250
11:23:30;86,3165;0,78278
11:23:31;86,3253;0,78306
11:23:32;86,3347;0,78333
11:23:33;86,3462;0,78361
11:23:34;86,3447;0,78389
11:23:35;86,3521;0,78417
11:23:36;86,3603;0,78444
11:23:37;86,3684;0,78472
11:23:38;86,3713;0,78500
11:23:39;86,3723;0,78528
11:23:40;86,38;0,78556
11:23:41;86,3875;0,78583
11:23:42;86,3932;0,78611
11:23:43;86,3932;0,78639
11:23:44;86,3979;0,78667
11:23:45;86,3983;0,78694
11:23:46;86,4045;0,78722
11:23:47;86,4085;0,78750
11:23:48;86,4096;0,78778
11:23:49;86,4089;0,78806
11:23:50;86,4141;0,78833
11:23:51;86,4198;0,78861
11:23:52;86,4197;0,78889
11:23:53;86,4186;0,78917
11:23:54;86,4204;0,78944
11:23:55;86,4237;0,78972
11:23:56;86,4264;0,79000
11:23:57;86,4286;0,79028
11:23:58;86,4281;0,79056
11:23:59;86,4293;0,79083
11:24:00;86,4301;0,79111
11:24:01;86,4306;0,79139
11:24:02;86,4312;0,79167
11:24:03;86,4304;0,79194
11:24:04;86,4315;0,79222
11:24:05;86,4328;0,79250
11:24:06;86,4342;0,79278
11:24:07;86,4355;0,79306
11:24:08;86,4351;0,79333
11:24:09;86,4378;0,79361
11:24:10;86,4368;0,79389
11:24:11;86,4387;0,79417
11:24:12;86,4359;0,79444
11:24:13;86,4352;0,79472
11:24:14;86,4368;0,79500
11:24:15;86,4334;0,79528
11:24:16;86,4396;0,79556
11:24:17;86,4406;0,79583
11:24:18;86,4418;0,79611
11:24:19;86,4426;0,79639
11:24:20;86,4428;0,79667
11:24:21;86,4465;0,79694
11:24:22;86,4472;0,79722
11:24:23;86,4457;0,79750
11:24:24;86,4424;0,79778
11:24:25;86,4465;0,79806
11:24:26;86,4511;0,79833
11:24:27;86,4479;0,79861
11:24:28;86,449;0,79889
11:24:29;86,447;0,79917
11:24:30;86,448;0,79944
11:24:31;86,4514;0,79972
11:24:32;86,4496;0,80000
11:24:33;86,4537;0,80028
11:24:34;86,4564;0,80056
11:24:35;86,4563;0,80083
11:24:36;86,4569;0,80111
11:24:37;86,4603;0,80139
11:24:38;86,46;0,80167
11:24:39;86,4597;0,80194
11:24:40;86,4578;0,80222
11:24:41;86,456;0,80250
11:24:42;86,4588;0,80278
11:24:43;86,4616;0,80306
11:24:44;86,4613;0,80333
11:24:45;86,4618;0,80361
11:24:46;86,4611;0,80389
11:24:47;86,4599;0,80417
11:24:48;86,4584;0,80444
11:24:49;86,4601;0,80472
11:24:50;86,4636;0,80500
11:24:51;86,4617;0,80528
11:24:52;86,4624;0,80556
11:24:53;86,4616;0,80583
11:24:54;86,4616;0,80611
11:24:55;86,4628;0,80639
11:24:56;86,4656;0,80667
11:24:57;86,4649;0,80694
11:24:58;86,4653;0,80722
11:24:59;86,4677;0,80750
11:25:00;86,4642;0,80778
11:25:01;86,4665;0,80806
11:25:02;86,4673;0,80833
11:25:03;86,4671;0,80861
11:25:04;86,4696;0,80889
11:25:05;86,4674;0,80917
11:25:06;86,4706;0,80944
11:25:07;86,4682;0,80972
11:25:08;86,4711;0,81000
11:25:09;86,4716;0,81028
11:25:10;86,4719;0,81056
11:25:11;86,4749;0,81083
11:25:12;86,4725;0,81111
11:25:13;86,4711;0,81139
11:25:14;86,4704;0,81167
11:25:15;86,4719;0,81194
11:25:16;86,4735;0,81222
11:25:17;86,4717;0,81250
11:25:18;86,4768;0,81278
11:25:19;86,4775;0,81306
11:25:20;86,4747;0,81333
11:25:21;86,4764;0,81361
11:25:22;86,4791;0,81389
11:25:23;86,4788;0,81417
11:25:24;86,4771;0,81444
11:25:25;86,477;0,81472
11:25:26;86,478;0,81500
11:25:27;86,4786;0,81528
11:25:28;86,4746;0,81556
